# Catalog from Lengline et al. (GRL, 2016, doi: 10.1002/2016GL068383)
# Origin time             Lat(deg)     Lon(deg)    Dep(km)
2015-04-21 03:22:22.130  -21.243510    55.707166    8.614
2015-04-21 03:25:04.600  -21.243762    55.706954    8.469
2015-04-21 03:25:43.940  -21.242267    55.707983    8.931
2015-04-21 03:26:29.760  -21.243372    55.707218    8.373
2015-04-21 03:27:04.600  -21.243797    55.706962    8.469
2015-04-21 03:27:42.670  -21.240204    55.708944    8.797
2015-04-21 03:28:30.260  -21.244090    55.706812    8.167
2015-04-21 03:29:38.390  -21.243268    55.707446    8.475
2015-04-21 03:30:39.030  -21.243571    55.707711    8.871
2015-04-21 03:30:46.740  -21.242961    55.707524    8.624
2015-04-21 03:34:30.210  -21.241654    55.708236    8.900
2015-04-21 03:34:58.830  -21.244326    55.707756    8.710
2015-04-21 03:36:02.530  -21.243475    55.707365    8.492
2015-04-21 03:36:46.270  -21.243235    55.707275    8.346
2015-04-21 03:38:03.900  -21.243766    55.707145    8.486
2015-04-21 03:39:10.050  -21.242478    55.708285    9.322
2015-04-21 03:39:27.730  -21.243772    55.707052    8.498
2015-04-21 03:39:49.050  -21.244163    55.707080    8.350
2015-04-21 03:40:44.520  -21.243785    55.707129    8.492
2015-04-21 03:43:53.620  -21.243736    55.707109    8.489
2015-04-21 03:46:52.600  -21.244454    55.707035    8.294
2015-04-21 03:51:23.720  -21.245819    55.706108    8.638
2015-04-21 04:00:11.630  -21.244495    55.706405    8.034
2015-04-21 04:06:02.760  -21.241988    55.707694    8.836
2015-04-21 04:07:34.670  -21.243370    55.707064    8.488
2015-04-21 04:45:54.110  -21.242080    55.705123    8.523
2015-04-21 08:49:13.220  -21.243750    55.706820    8.480
2015-04-21 08:58:36.860  -21.242767    55.707499    8.930
2015-04-21 09:04:38.630  -21.242802    55.707434    8.855
2015-04-21 09:05:25.340  -21.243561    55.707218    8.628
2015-04-21 09:09:54.370  -21.243331    55.707129    8.651
2015-04-21 09:16:52.010  -21.243034    55.707426    8.778
2015-04-21 09:24:59.120  -21.243756    55.706921    8.488
2015-04-21 09:36:51.410  -21.243781    55.706885    8.454
2015-04-21 09:54:23.730  -21.243785    55.706901    8.482
2015-04-21 12:38:18.980  -21.241555    55.708403    9.053
2015-04-21 12:47:21.800  -21.244543    55.709656    9.486
2015-04-21 13:00:11.210  -21.243433    55.707878    8.742
2015-04-21 13:40:51.870  -21.241343    55.709115    8.996
2015-04-21 14:05:51.190  -21.243656    55.706376    8.540
2015-04-21 14:10:38.390  -21.245992    55.705863    8.572
2015-04-21 14:28:20.030  -21.243398    55.708024    9.163
2015-04-21 14:34:37.750  -21.243294    55.708252    8.935
2015-04-21 14:41:09.960  -21.243990    55.708179    8.567
2015-04-21 15:01:09.070  -21.243394    55.707955    9.261
